,Wi-1,Wi-2,Wi-3,H11-1,H11-2,H11-3,hgnc_symbol
ENSG00000227232,6.802649856,6.721274326,6.755452946,7.11421154,6.692530672,6.806773141,NA
ENSG00000278267,5.189162296,5.445850141,5.891468628,5.584068768,5.189162296,5.432258496,MIR6859-1
ENSG00000238009,5.408278755,5.189162296,5.439609499,5.511936063,5.189162296,5.532547962,NA
ENSG00000233750,5.408278755,5.551698105,5.688194314,5.905045407,6.073126343,5.781166397,CICP27
ENSG00000268903,6.739983507,7.454383784,7.295347697,7.184056017,7.415115246,6.999773448,NA
ENSG00000269981,6.496041524,6.756684702,7.493544476,6.852297191,6.89809883,6.680312667,NA
ENSG00000241860,5.626144188,5.63259774,5.798853599,5.868990502,5.650840947,5.911737781,NA
ENSG00000279457,7.083965685,7.340041878,7.316574101,7.356400288,7.472268556,7.121030232,NA
ENSG00000228463,5.408278755,5.63259774,5.746412163,5.584068768,5.420739173,5.432258496,RPL23AP21
ENSG00000236679,5.189162296,5.551698105,5.621870739,5.189162296,5.420739173,5.189162296,RPL23AP24
ENSG00000237094,6.765460408,6.362147166,7.284602652,6.800298372,6.459160563,6.575126465,NA
ENSG00000250575,5.189162296,5.63259774,5.688194314,5.584068768,5.650840947,5.432258496,NA
ENSG00000225972,5.498743378,5.551698105,5.439609499,5.417635302,5.420739173,5.781166397,MTND1P23
ENSG00000225630,7.383914044,7.273180037,8.376741904,7.993164595,7.803394371,7.653462453,MTND2P28
ENSG00000237973,8.295076705,7.913748669,8.959867994,9.276223447,8.617265718,8.646982822,MTCO1P12
ENSG00000229344,5.804830675,6.165862776,6.142896563,6.142087005,6.297419616,6.200893191,MTCO2P12
ENSG00000240409,5.626144188,5.551698105,5.933175411,5.789926876,5.650840947,5.730209027,MTATP8P1
ENSG00000248527,11.5919734,11.50830499,13.3319432,12.56948506,12.41075566,12.39993343,MTATP6P1
ENSG00000198744,5.626144188,5.63259774,6.20214248,6.032849889,5.753413462,5.827866732,MTCO3P12
ENSG00000228327,7.00412994,6.646938368,7.316574101,7.072487027,6.662107077,6.821647796,NA
ENSG00000237491,5.723345127,5.445850141,6.535910599,6.116137144,5.878074987,5.827866732,NA
ENSG00000230092,5.567959004,5.445850141,5.439609499,5.417635302,5.189162296,5.532547962,NA
ENSG00000228794,7.614922526,7.503252742,7.73688797,7.894303881,7.69276494,7.879716339,LINC01128
ENSG00000225880,5.841570422,5.908663472,6.17303262,5.830756807,6.044013369,5.730209027,NA
ENSG00000272438,5.567959004,5.908663472,5.688194314,5.644691308,5.516311776,5.432258496,NA
ENSG00000230699,5.87622439,5.76015704,5.933175411,6.089336173,5.650840947,5.67365026,NA
ENSG00000223764,6.19726283,6.226424016,6.045212758,6.142087005,5.797987339,5.432258496,LINC02593
ENSG00000187634,6.496041524,6.362147166,5.746412163,6.089336173,6.154599711,5.532547962,SAMD11
ENSG00000188976,11.94504274,11.61762511,11.79274235,12.03698564,12.13669068,12.44522764,NOC2L
ENSG00000187961,8.478833901,8.595486965,9.454376255,9.598850376,9.037372018,8.676811365,KLHL17
ENSG00000187583,6.219012879,6.336528478,6.595050403,6.564762393,6.421147419,6.115774726,PLEKHN1
ENSG00000187642,5.408278755,6.029684969,5.891468628,5.789926876,6.013751239,5.911737781,PERM1
ENSG00000272512,5.498743378,5.445850141,5.439609499,5.745928069,5.589411128,5.189162296,NA
ENSG00000188290,7.714045595,8.074227845,6.981414466,7.631449144,7.283558533,6.745290844,HES4
ENSG00000187608,8.77612894,9.103154636,8.510610546,8.626062789,8.875149535,8.624192608,ISG15
ENSG00000188157,12.92156884,12.24598603,12.70360925,13.70311772,12.88184793,13.13024312,AGRN
ENSG00000217801,6.219012879,6.56723399,6.515442303,6.581049045,6.495806598,6.253319146,NA
ENSG00000273443,5.498743378,5.189162296,5.621870739,5.644691308,5.189162296,5.189162296,NA
ENSG00000131591,8.318436602,8.638407567,8.239515258,8.675832324,8.627700262,8.414060425,C1orf159
ENSG00000272141,5.498743378,5.700534186,5.798853599,6.167254365,5.982207197,5.532547962,NA
ENSG00000205231,5.841570422,5.700534186,5.189162296,5.584068768,5.704791221,5.730209027,TTLL10-AS1
ENSG00000162571,5.804830675,5.951347169,5.542906217,5.697936966,5.753413462,5.609230113,TTLL10
ENSG00000186891,6.240240813,6.607815711,5.972483347,6.142087005,6.401586645,6.053701401,TNFRSF18
ENSG00000186827,5.626144188,5.551698105,5.189162296,5.697936966,5.189162296,5.432258496,TNFRSF4
ENSG00000078808,11.21688999,11.32831926,11.05750691,11.4752453,11.38599948,11.45928584,SDF4
ENSG00000176022,10.08831065,10.28050443,9.140577998,10.15712254,10.32149451,10.20040794,B3GALT6
ENSG00000184163,6.8386879,6.992797736,6.80424268,6.673958301,6.793003353,6.394792204,C1QTNF12
ENSG00000260179,5.498743378,5.863047618,6.045212758,5.697936966,5.797987339,5.189162296,NA
ENSG00000160087,10.61077663,10.73843913,10.24265068,10.57234702,10.91083627,11.01616438,UBE2J2
ENSG00000230415,6.079285315,5.700534186,5.933175411,6.061604682,5.420739173,5.189162296,NA
ENSG00000162572,6.739983507,7.048666354,7.465650524,7.389940005,6.662107077,6.394792204,SCNN1D
ENSG00000131584,9.245664959,9.310170071,9.578410632,9.945099871,9.369838822,9.561197341,ACAP3
ENSG00000169972,9.454877677,9.989490214,9.163034876,9.610768606,10.1149746,9.898052823,PUSL1
ENSG00000127054,11.42855908,11.44138755,11.24612233,11.43901188,11.41864203,11.47516091,INTS11
ENSG00000240731,6.079285315,6.310202819,6.651125743,6.424489869,6.204813808,6.227492327,NA
ENSG00000224051,8.650599814,8.889639594,8.528118266,8.767372824,8.987115662,9.053852167,CPTP
ENSG00000169962,5.626144188,5.863047618,5.846904353,5.868990502,5.704791221,5.532547962,TAS1R3
ENSG00000107404,11.0841912,11.1471454,10.82299334,11.35260601,11.23288648,11.44054133,DVL1
ENSG00000162576,8.279284749,8.77533329,8.173932579,8.809541149,8.344766017,7.778310522,MXRA8
ENSG00000175756,11.32613076,11.91018843,11.07751816,11.43184624,11.8803876,11.71552581,AURKAIP1
ENSG00000221978,10.46338536,10.21589256,11.13523066,11.15092555,10.26844455,10.48404401,CCNL2
ENSG00000224870,8.9371183,9.341509856,8.972653084,9.056866925,9.042560755,9.109396298,MRPL20-AS1
ENSG00000242485,10.71582334,11.06294708,10.34775608,10.64026241,10.9073011,10.75427461,MRPL20
ENSG00000272455,6.558573183,7.128018988,7.556442935,7.295547632,6.820170782,6.83633584,NA
ENSG00000235098,6.962181591,7.340041878,6.429269099,6.688711341,6.459160563,6.227492327,ANKRD65
ENSG00000225905,5.626144188,5.445850141,5.189162296,5.511936063,5.589411128,5.532547962,NA
ENSG00000205116,6.463310006,6.336528478,6.111632181,7.029315605,6.582166034,6.791706221,TMEM88B
ENSG00000225285,6.42949455,6.684722883,6.614063416,6.759716756,6.76518482,6.6289797,NA
ENSG00000179403,10.62471937,10.81279674,9.852752785,11.01302853,11.08553377,11.31678876,VWA1
ENSG00000215915,6.240240813,6.807835668,6.82006067,6.688711341,6.582166034,6.349931106,ATAD3C
ENSG00000160072,10.42936151,9.994418273,10.51150175,10.56537607,10.60258174,11.13685874,ATAD3B
ENSG00000197785,10.93181443,11.04249335,10.59410976,10.99369059,11.28611411,11.40175157,ATAD3A
ENSG00000205090,7.203727979,7.190523449,6.771946202,7.124429132,7.105622861,6.77644109,TMEM240
ENSG00000160075,12.02048113,12.38709456,11.61198921,11.94099533,12.32805742,12.13605347,SSU72
ENSG00000215014,5.999129687,6.283117776,6.17303262,6.142087005,6.128332198,6.145113372,NA
ENSG00000228594,10.36896615,11.00557956,10.05039299,10.45843331,10.84805205,10.30839917,FNDC10
ENSG00000272106,7.194907003,7.779804573,7.804303148,7.787787445,7.503853361,7.490065531,NA
ENSG00000197530,9.747870286,9.896015965,9.767603733,9.946442993,9.522171643,9.750836686,MIB2
ENSG00000189409,6.573645974,6.587715503,7.073943415,7.051089241,6.910604311,6.458485851,MMP23B
ENSG00000248333,10.47540568,10.75013141,10.48621054,10.70432785,10.83322399,10.73944882,CDK11B
ENSG00000272004,5.408278755,5.445850141,5.189162296,5.511936063,5.516311776,5.189162296,NA
ENSG00000189339,10.7933037,10.22150571,10.62768231,10.79575609,10.30868222,10.80038158,SLC35E2B
ENSG00000269737,5.408278755,5.63259774,6.359424645,6.032849889,5.753413462,5.532547962,NA
ENSG00000215914,5.189162296,5.189162296,5.542906217,5.905045407,5.650840947,5.532547962,MMP23A
ENSG00000008128,7.811993343,8.105446281,8.549702586,8.426973136,8.225536398,8.422917298,CDK11A
ENSG00000268575,6.128506336,6.587715503,7.160068261,6.938140348,6.885461186,6.77644109,NA
ENSG00000227775,6.588510058,6.435203297,7.160068261,7.061834198,6.319181188,6.498830838,NA
ENSG00000215790,6.765460408,6.978424095,7.251820471,7.259447882,7.197693966,7.333392278,NA
ENSG00000008130,10.66050194,10.42978229,10.70691669,10.82960014,10.68170288,10.91113964,NADK
ENSG00000078369,13.5307246,13.36165734,13.17298276,13.50913083,13.63188736,13.69020562,GNB1
ENSG00000231050,5.408278755,6.029684969,5.542906217,5.584068768,5.839347655,5.730209027,GNB1-DT
ENSG00000169885,5.567959004,5.76015704,6.651125743,5.905045407,5.753413462,5.609230113,CALML6
ENSG00000178821,7.443718091,8.374240637,8.116826706,7.966405429,8.234724246,7.992290126,TMEM52
ENSG00000142609,5.723345127,5.76015704,5.746412163,5.584068768,5.589411128,5.67365026,CFAP74
ENSG00000233542,5.498743378,5.76015704,5.746412163,5.584068768,5.516311776,5.609230113,NA
ENSG00000187730,6.174955474,6.481107633,6.686986847,6.346315545,6.630826934,6.416476858,GABRD
ENSG00000226969,5.189162296,5.445850141,5.542906217,5.189162296,5.516311776,5.532547962,PRKCZ-DT
ENSG00000067606,10.29530885,9.880124872,9.673194253,10.12190463,9.925084062,9.980544528,PRKCZ
ENSG00000271806,5.408278755,5.189162296,5.542906217,5.511936063,5.420739173,5.432258496,NA
ENSG00000182873,6.687252287,7.048666354,7.111579549,7.277623884,6.820170782,6.593376225,PRKCZ-AS1
ENSG00000162585,10.29627741,10.95932679,10.14762527,10.53090122,10.85026316,10.55749356,FAAP20
ENSG00000157933,11.41124058,11.07771265,11.39941771,11.52053228,11.59157172,11.8244589,SKI
ENSG00000116151,7.913760067,7.434319917,7.556442935,7.871337724,7.448076298,7.132532366,MORN1
ENSG00000272161,5.408278755,5.908663472,5.189162296,5.511936063,5.516311776,5.432258496,NA
ENSG00000269896,6.687252287,6.387105476,6.359424645,6.405520444,6.275137565,6.145113372,LOC100129534
ENSG00000272420,5.765605161,5.863047618,5.189162296,5.644691308,5.982207197,5.730209027,NA
ENSG00000157916,10.39179889,10.45262814,10.23606724,10.34494862,10.44469062,10.54550903,RER1
ENSG00000157911,9.456614735,9.145245706,8.789559683,9.322564113,9.284956875,9.297980273,PEX10
ENSG00000149527,5.677261421,5.700534186,5.621870739,5.905045407,5.797987339,5.609230113,PLCH2
ENSG00000157881,9.231516995,8.864618404,9.143404458,9.405121681,9.355342655,9.241981277,PANK4
ENSG00000197921,6.152051419,5.700534186,5.746412163,5.868990502,5.753413462,6.326693989,HES5
ENSG00000272449,6.479805836,6.546352992,6.614063416,6.116137144,6.459160563,6.518428757,NA
ENSG00000238164,5.498743378,5.189162296,5.189162296,5.189162296,5.650840947,5.189162296,NA
ENSG00000157873,5.765605161,5.189162296,5.688194314,5.511936063,5.589411128,5.67365026,TNFRSF14
ENSG00000157870,10.6123325,10.43824139,10.08890853,10.59048693,10.56716807,10.93506351,PRXL2B
ENSG00000142606,6.33955448,6.065971512,6.28413201,6.703272891,6.319181188,6.200893191,MMEL1
ENSG00000237058,5.940416999,5.863047618,5.746412163,5.939237045,5.949220366,5.730209027,NA
ENSG00000215912,5.189162296,5.63259774,5.621870739,5.971810852,5.420739173,5.827866732,TTC34
ENSG00000177133,5.626144188,5.76015704,5.439609499,5.189162296,5.189162296,5.189162296,PRDM16-DT
ENSG00000142611,6.42949455,6.100649185,6.009739195,6.061604682,5.704791221,6.02071024,PRDM16
ENSG00000130762,9.534328529,9.220274521,8.775013116,9.369460775,9.1641355,9.818871512,ARHGEF16
ENSG00000272088,5.408278755,5.63259774,5.189162296,5.511936063,5.589411128,5.189162296,NA
ENSG00000162591,8.689733518,8.048738579,8.956653748,9.405121681,8.230137855,8.322287382,MEGF6
ENSG00000238260,5.498743378,5.189162296,5.891468628,5.697936966,5.189162296,5.189162296,NA
ENSG00000158109,10.1258521,9.600769743,9.449823379,9.659117051,9.755923479,9.939889823,TPRG1L
ENSG00000116213,8.947065958,9.034401659,9.25734112,9.158012789,9.178336426,9.165485236,WRAP73
ENSG00000078900,8.088147079,7.70756754,7.995067739,7.824220281,7.564861321,7.333392278,TP73
ENSG00000227372,10.13129125,9.96124119,10.36475262,10.21842211,10.09022552,10.05009971,TP73-AS1
ENSG00000162592,5.723345127,5.76015704,6.17303262,5.745928069,5.589411128,5.730209027,CCDC27
ENSG00000235169,6.603172356,6.646938368,6.45150283,6.261191164,6.361260953,6.173457947,SMIM1
ENSG00000130764,11.29450922,11.3559946,11.16254946,11.14801313,11.44667136,11.58506493,LRRC47
ENSG00000272153,5.567959004,5.863047618,6.230313581,5.971810852,5.420739173,5.730209027,NA
ENSG00000116198,9.416120478,9.043974091,9.288296162,9.485036853,9.43627102,9.710207436,CEP104
ENSG00000169598,7.806422211,8.022772781,8.157044784,8.217815335,8.35320805,8.440465935,DFFB
ENSG00000198912,8.939611724,8.958800668,9.071011191,8.972048096,9.185384398,9.042479567,C1orf174
ENSG00000236423,5.87622439,5.863047618,5.542906217,5.697936966,5.949220366,5.827866732,LINC01134
ENSG00000196581,7.177079621,7.318135091,8.302165091,7.508615169,7.45618961,8.382615684,AJAP1
ENSG00000231510,5.498743378,5.189162296,5.439609499,5.417635302,5.589411128,5.730209027,NA
ENSG00000236948,5.189162296,5.189162296,5.688194314,5.189162296,5.589411128,5.432258496,NA
ENSG00000131697,9.241636924,8.975579556,8.223405417,9.449435038,9.168884816,8.91101199,NPHP4
ENSG00000069424,8.283249424,7.989616566,7.81159237,8.791621777,8.534607951,8.80379389,KCNAB2
ENSG00000116254,7.43638935,6.387105476,7.767262273,7.222306915,6.662107077,7.037411432,CHD5
ENSG00000116251,13.5953497,13.86466988,13.2044897,13.05496348,13.58753081,13.27901801,RPL22
ENSG00000226944,5.677261421,5.81385455,5.621870739,5.511936063,5.839347655,5.730209027,RNF207-AS1
ENSG00000158286,6.659929563,7.115138077,7.417813271,7.231693406,6.922980779,6.278429636,RNF207
ENSG00000116237,12.54006245,12.3363078,12.28186342,12.60601579,12.62879224,12.70978997,ICMT
ENSG00000225077,7.772510058,8.016204688,7.52086501,7.692206152,7.579688126,7.541211748,NA
ENSG00000173673,11.00173032,10.95343945,9.467948845,10.08823863,9.199377083,9.246938595,HES3
ENSG00000158292,9.931260114,9.858659904,9.109112668,9.328768774,9.090936371,8.577482954,GPR153
ENSG00000097021,11.43472559,11.77513055,11.41172943,11.81924651,12.28485971,12.09965301,ACOT7
ENSG00000069812,6.558573183,6.310202819,7.136056997,6.659007618,6.275137565,6.302873262,HES2
ENSG00000187017,9.747870286,9.574657856,9.151850492,9.197002886,9.271779589,9.271471063,ESPN
ENSG00000215788,7.458254775,7.372227129,8.515007835,8.05027646,7.372718016,7.323566136,TNFRSF25
ENSG00000171680,9.592343089,9.18325166,9.557410868,9.497933835,8.892515082,8.990151945,PLEKHG5
ENSG00000162408,9.243652357,9.855051057,9.433773572,9.441826029,9.794760927,9.885419343,NOL9
ENSG00000229519,5.408278755,5.551698105,5.439609499,5.584068768,5.420739173,5.432258496,NA
ENSG00000173662,5.677261421,5.445850141,5.688194314,5.584068768,5.516311776,5.432258496,TAS1R1
ENSG00000204859,8.443948939,8.889639594,8.745466026,8.720760807,8.803490347,8.496037754,ZBTB48
ENSG00000162413,9.911157431,9.278129625,9.64560891,9.668920217,9.649742604,10.14718768,KLHL21
ENSG00000116273,11.02001114,10.37292297,10.47842426,10.63611018,10.63543733,10.61978027,PHF13
ENSG00000041988,7.839513994,8.093042799,8.139950235,7.993164595,8.001001692,8.208761427,THAP3
ENSG00000007923,10.88624972,9.939258467,10.57023942,10.50289734,9.97055548,10.65738525,DNAJC11
ENSG00000237436,5.999129687,6.481107633,6.25762148,6.215473297,6.421147419,6.349931106,NA
ENSG00000171735,10.44516473,10.94498704,9.88174019,10.33678244,10.55366031,9.974593613,CAMTA1
ENSG00000237402,5.189162296,5.551698105,5.542906217,5.417635302,5.189162296,5.432258496,NA
ENSG00000270171,5.626144188,5.63259774,6.309902956,5.789926876,5.704791221,5.189162296,NA
ENSG00000270035,5.189162296,5.63259774,5.798853599,5.697936966,5.420739173,5.189162296,NA
ENSG00000269978,5.804830675,5.189162296,5.846904353,5.905045407,5.650840947,5.432258496,NA
ENSG00000049245,9.985136598,9.937553494,10.0727391,10.09914595,10.15847821,9.921445642,VAMP3
ENSG00000269925,5.498743378,5.551698105,5.933175411,5.868990502,5.589411128,5.781166397,NA
ENSG00000049246,8.825554725,8.123846861,8.347383908,8.1904851,7.644455608,7.400179477,PER3
ENSG00000236266,5.626144188,5.63259774,5.621870739,5.417635302,5.516311776,5.532547962,NA
ENSG00000049247,5.189162296,5.445850141,5.439609499,5.189162296,5.704791221,5.432258496,UTS2
ENSG00000116288,12.40280359,12.66071413,12.11300322,12.25996534,12.53686969,12.49200623,PARK7
ENSG00000116285,9.962118802,10.23959881,10.73612453,10.26758419,10.67506495,10.92122061,ERRFI1
ENSG00000162426,6.940652487,7.307041695,7.073943415,7.545927063,7.608859198,7.220970315,SLC45A1
ENSG00000142599,11.31184323,11.06684744,11.35941977,11.33478821,11.0241911,11.39842525,RERE
ENSG00000074800,16.16965907,15.94708473,15.4555642,15.6795097,15.97961462,15.91538227,ENO1
ENSG00000236269,5.498743378,5.63259774,5.798853599,5.830756807,5.704791221,6.085343021,NA
ENSG00000230679,5.567959004,5.445850141,5.688194314,5.697936966,5.704791221,5.432258496,ENO1-AS1
ENSG00000142583,5.498743378,5.63259774,5.189162296,5.417635302,5.189162296,5.532547962,SLC2A5
ENSG00000180758,7.321251174,7.075681686,7.73688797,7.685588551,7.564861321,7.582386561,GPR157
ENSG00000228526,6.659929563,6.362147166,9.196072972,7.871337724,6.76518482,6.865173382,MIR34AHG
ENSG00000234546,5.999129687,6.133897013,6.555989798,6.346315545,6.531201854,6.253319146,LNCTAM34A
ENSG00000281937,5.567959004,5.445850141,5.688194314,5.644691308,5.189162296,5.432258496,NA
ENSG00000049239,9.255685764,9.296906837,9.246872327,9.155685835,8.903975708,8.462099256,H6PD
ENSG00000171621,8.464983156,7.927856536,7.475013822,7.762947818,7.719616062,7.515884041,SPSB1
ENSG00000171612,9.952315846,10.01234479,9.382129554,9.731060833,10.0120005,9.690362431,SLC25A33
ENSG00000231181,5.189162296,5.76015704,5.621870739,5.584068768,5.420739173,5.532547962,RPL9P11
ENSG00000188807,9.73362619,9.730574034,9.64560891,9.909731186,9.808489509,9.776728482,TMEM201
ENSG00000171608,10.48308041,9.803552594,9.700259992,9.842058673,9.144979026,9.281167617,PIK3CD
ENSG00000231789,7.399121852,8.327609453,7.111579549,7.406393567,7.54230867,7.242153477,PIK3CD-AS2
ENSG00000171603,12.19952574,11.88567164,11.8923216,12.31837347,11.7946066,11.90009876,CLSTN1
ENSG00000178585,10.88496325,10.87285098,10.55339763,10.71774948,10.70388284,10.50688676,CTNNBIP1
ENSG00000162441,8.736463466,8.599837969,8.684463237,8.288191802,8.293020901,8.491839754,LZIC
ENSG00000228150,5.677261421,5.81385455,5.846904353,5.830756807,5.914592584,5.827866732,NA
ENSG00000173614,7.376243508,7.273180037,7.26284074,7.212851089,6.947358678,6.87933291,NMNAT1
ENSG00000202415,5.677261421,5.551698105,5.688194314,5.417635302,5.704791221,5.532547962,NA
ENSG00000162444,7.507913234,7.595922357,7.240704971,7.040250337,6.98303003,6.696911086,RBP7
ENSG00000130939,11.57811268,11.12561767,11.60383672,11.48589404,11.28883328,11.72130546,UBE4B
ENSG00000054523,11.74867596,11.16690359,11.64464285,11.30529103,11.08990622,11.49605945,KIF1B
ENSG00000142657,13.18718379,13.14804101,12.67349849,12.90935767,13.04848597,13.16017119,PGD
ENSG00000271989,5.189162296,5.63259774,5.688194314,5.417635302,5.516311776,5.532547962,NA
ENSG00000251503,6.152051419,6.310202819,6.111632181,6.191698982,6.319181188,6.145113372,CENPS-CORT
ENSG00000175279,7.772510058,7.955646749,7.327058576,7.553265945,7.778160155,7.515884041,CENPS
ENSG00000241563,5.567959004,5.81385455,5.688194314,5.584068768,6.073126343,5.730209027,CORT
ENSG00000160049,11.44567207,11.92401318,11.73279311,11.50103662,12.01652246,11.72130546,DFFA
ENSG00000142655,9.717792909,9.777094798,9.454376255,9.598850376,9.797823071,9.692177889,PEX14
ENSG00000130940,7.89295273,7.393252426,7.64967765,7.882868739,7.448076298,8.239274369,CASZ1
ENSG00000272078,6.320519314,6.646938368,6.25762148,6.405520444,6.910604311,6.920830049,NA
ENSG00000175262,5.970377953,6.065971512,5.798853599,5.830756807,5.420739173,5.67365026,C1orf127
ENSG00000120948,11.66722401,11.81277191,11.77787379,11.82472749,12.07407987,12.22760771,TARDBP
ENSG00000009724,5.841570422,5.951347169,6.704495357,6.564762393,6.044013369,5.827866732,MASP2
ENSG00000271895,5.677261421,6.226424016,6.575697602,6.325746463,6.180073376,5.827866732,NA
ENSG00000116649,11.66647564,12.11389009,11.61503456,11.69107527,12.20736968,12.18287905,SRM
ENSG00000171824,11.16272105,10.8422265,10.93529794,10.78978819,10.720901,11.0248204,EXOSC10
ENSG00000226849,5.189162296,5.551698105,5.688194314,5.644691308,5.516311776,5.189162296,NA
ENSG00000230337,6.152051419,6.336528478,5.972483347,6.032849889,6.180073376,6.085343021,EXOSC10-AS1
ENSG00000198793,11.6589705,10.72763724,11.61756744,11.49141884,11.04170913,11.69579024,MTOR
ENSG00000120942,9.847785106,9.730574034,9.384517793,9.620906112,9.671615684,9.825501237,UBIAD1
ENSG00000204624,7.714045595,7.21468884,7.744545283,7.744016604,7.04026352,7.155226558,DISP3
ENSG00000116661,10.76490926,11.20845324,10.45140441,10.49374648,10.74803516,10.28815864,FBXO2
ENSG00000132879,9.097469189,9.325925613,9.39876431,9.282631566,9.12556258,8.993109879,FBXO44
ENSG00000116663,6.260978232,6.684722883,6.49456575,6.731844591,6.614846989,6.200893191,FBXO6
ENSG00000116670,12.16523878,12.61936173,11.81586492,11.71212699,11.99003669,11.91491733,MAD2L2
ENSG00000162490,10.19396785,9.576852071,9.343366651,9.4794739,9.344897778,9.627231099,DRAXIN
ENSG00000177674,10.30496528,11.11510881,9.931511359,10.43471982,10.64820322,10.14718768,AGTRAP
ENSG00000215910,5.909094875,5.76015704,6.38326133,5.697936966,5.753413462,5.532547962,C1orf167
ENSG00000177000,8.978925173,8.663550085,8.807536277,8.873381358,8.454674308,8.813881364,MTHFR
ENSG00000011021,9.249681697,9.043974091,9.236326455,9.535943778,8.957190444,9.181114947,CLCN6
ENSG00000242349,5.567959004,5.63259774,5.189162296,5.830756807,5.914592584,5.87118716,NA
ENSG00000175206,5.189162296,5.189162296,5.189162296,5.789926876,5.420739173,5.432258496,NPPA
ENSG00000120937,5.189162296,5.551698105,6.142896563,6.346315545,6.101201255,6.02071024,NPPB
ENSG00000116685,10.54141699,10.6795307,10.56604739,10.69078005,10.99717585,10.98175223,KIAA2013
ENSG00000083444,10.96810762,10.87996317,10.55551365,11.09455795,11.01830413,10.8303201,PLOD1
ENSG00000116688,11.3473001,10.74916067,10.99419192,11.09999353,10.9703225,11.22650518,MFN2
ENSG00000116691,10.41694914,10.80907541,10.04135649,10.49924396,10.41312068,10.28935717,MIIP
ENSG00000202461,5.189162296,5.445850141,5.621870739,5.584068768,5.189162296,5.189162296,NA
ENSG00000120949,9.213118929,9.518683619,9.076939453,9.665659921,9.473169173,9.575042954,TNFRSF8
ENSG00000028137,7.149860196,7.250102029,7.52086501,7.523665398,7.084215025,7.199430634,TNFRSF1B
ENSG00000048707,9.643539931,9.062928712,9.976460543,9.857850567,9.373953809,10.05151362,VPS13D
ENSG00000239149,5.189162296,5.700534186,5.542906217,5.939237045,5.878074987,5.189162296,SNORA59B
ENSG00000162496,9.923754488,10.04437715,8.807536277,9.927524216,10.05356619,9.646088814,DHRS3
ENSG00000221340,5.189162296,5.189162296,5.189162296,5.511936063,5.797987339,5.189162296,RNU6ATAC18P
ENSG00000272482,5.677261421,5.700534186,5.439609499,5.745928069,5.797987339,5.87118716,NA
ENSG00000188984,5.804830675,6.065971512,7.316574101,7.422643821,7.665371219,7.992290126,AADACL3
ENSG00000157330,5.189162296,5.445850141,5.189162296,5.697936966,5.516311776,5.432258496,CFAP107
ENSG00000179172,5.567959004,5.76015704,5.542906217,5.644691308,5.189162296,5.609230113,HNRNPCL1
ENSG00000275774,5.626144188,5.700534186,5.189162296,5.189162296,5.189162296,5.189162296,HNRNPCL2
ENSG00000162494,5.940416999,5.81385455,5.542906217,6.215473297,6.128332198,5.609230113,LRRC38
ENSG00000162493,11.85857675,12.04913393,11.5369027,11.61929846,11.73962372,11.66659314,PDPN
ENSG00000116731,9.39271644,9.034401659,9.288296162,9.263320576,9.166512128,9.356464982,PRDM2
ENSG00000189337,8.555944974,8.394479942,8.985324688,8.864842495,8.788096452,8.624192608,KAZN
ENSG00000175147,6.479805836,6.165862776,6.009739195,6.215473297,5.753413462,5.532547962,TMEM51-AS1
ENSG00000171729,9.566847743,9.41698726,8.045059069,8.727064744,8.541990214,8.303191888,TMEM51
ENSG00000204464,5.189162296,5.76015704,5.189162296,5.189162296,5.516311776,5.189162296,TMEM51-AS2
ENSG00000278480,5.567959004,5.189162296,5.439609499,5.511936063,5.189162296,5.189162296,NA
ENSG00000142621,6.479805836,6.065971512,6.309902956,6.496996104,6.228874196,6.278429636,FHAD1
ENSG00000236045,5.498743378,5.445850141,5.189162296,5.511936063,5.189162296,5.432258496,NA
ENSG00000228140,5.189162296,5.551698105,5.542906217,5.584068768,5.189162296,5.532547962,NA
ENSG00000142634,10.2012262,10.35898708,9.461178597,9.673796833,9.727296224,9.731548524,EFHD2
ENSG00000132906,9.215174871,9.18325166,8.668794275,8.567461682,8.493302149,8.577482954,CASP9
ENSG00000116138,9.267618924,9.106202566,9.097496902,9.066814065,9.078363817,9.042479567,DNAJC16
ENSG00000116771,8.159139961,8.022772781,7.774751264,7.950097802,8.064505509,8.244295859,AGMAT
ENSG00000237301,5.408278755,5.189162296,5.798853599,5.644691308,5.420739173,5.189162296,NA
ENSG00000235084,5.498743378,5.63259774,5.746412163,5.584068768,5.189162296,5.532547962,NA
ENSG00000197312,10.5422335,10.07726107,10.59616687,10.34698295,10.28161818,10.6245349,DDI2
ENSG00000116786,10.88496325,10.84858494,10.76657982,11.13100412,11.14737259,11.34988513,PLEKHM2
ENSG00000237938,5.723345127,5.63259774,6.142896563,6.061604682,5.797987339,5.911737781,NA
ENSG00000162461,5.677261421,5.76015704,5.891468628,6.089336173,5.949220366,5.949963422,SLC25A34
ENSG00000162460,6.739983507,6.949157882,5.891468628,6.612902964,6.440332858,6.173457947,TMEM82
ENSG00000162458,10.76420968,11.03295441,10.71545753,10.77324791,10.96964472,11.13818894,FBLIM1
ENSG00000233954,7.861139587,8.322331483,7.882428713,7.960990906,8.35320805,7.833325675,UQCRHL
ENSG00000178715,5.723345127,5.99156911,5.746412163,5.697936966,5.704791221,5.609230113,RPS16P1
ENSG00000179743,7.421608631,7.723954879,7.64967765,7.724818435,7.894086965,7.63798867,SPEN-AS1
ENSG00000065526,10.94174728,10.21870187,10.89326147,10.82741698,10.17857341,10.71290779,SPEN
